Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
007-000000533,1393,7,Department of Defense,,,,,
007-000000533,1393,7,Department of Defense,,,,,
007-000000533,1393,7,Department of Defense,,,,,
007-000000533,1393,7,Department of Defense,,,,,
007-000000533,1393,7,Department of Defense,,,,,
007-000000533,1393,7,Department of Defense,,,,,
007-000000582,1395,7,Department of Defense,Firm Fixed Price,N,26/09/2011,,N
007-000001032,1397,7,Department of Defense,Firm Fixed Price,,30/06/2014,30/12/2014,U
007-000001032,1397,7,Department of Defense,Firm Fixed Price,,30/04/2014,30/12/2014,U
007-000001032,1397,7,Department of Defense,,,,19/12/2014,
007-000001032,1397,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001544,1399,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,Cost Plus Fixed Fee,Y,15/08/2013,15/11/2013,U
007-000001562,1401,7,Department of Defense,Cost Plus Fixed Fee,Y,15/08/2013,15/10/2013,U
007-000001562,1401,7,Department of Defense,Cost Plus Fixed Fee,Y,13/01/2014,25/11/2014,U
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000001562,1401,7,Department of Defense,,,,,
007-000002506,1409,7,Department of Defense,,,,04/06/2013,
007-000002506,1409,7,Department of Defense,,,,24/06/2013,
007-000002506,1409,7,Department of Defense,,,,04/06/2013,
007-000002506,1409,7,Department of Defense,,,,20/11/2013,
007-000002506,1409,7,Department of Defense,,,,08/07/2013,
007-000002506,1409,7,Department of Defense,,,,31/10/2014,
007-000002506,1409,7,Department of Defense,,,,28/09/2014,
007-000002506,1409,7,Department of Defense,,,,,
007-000002506,1409,7,Department of Defense,,,,28/09/2013,
007-000002506,1409,7,Department of Defense,,,,,
007-000002506,1409,7,Department of Defense,,,,04/11/2014,
007-000002506,1409,7,Department of Defense,,,,02/12/2014,
007-000002506,1409,7,Department of Defense,,,,07/04/2015,
007-000002506,1409,7,Department of Defense,,,,16/09/2014,
007-000002506,1409,7,Department of Defense,,,,,
007-000002506,1409,7,Department of Defense,,,,28/09/2014,
007-000002506,1409,7,Department of Defense,,,,03/08/2015,
007-000002506,1409,7,Department of Defense,,,,26/06/2015,
007-000002864,1411,7,Department of Defense,,,,,
007-000002864,1411,7,Department of Defense,,,,25/04/2015,
007-000002864,1411,7,Department of Defense,,,,11/03/2016,
007-000002864,1411,7,Department of Defense,,,,,
007-000002864,1411,7,Department of Defense,,,,08/09/2016,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,01/09/2012,31/08/2014,U
007-000004828,1413,7,Department of Defense,Order Dependent (IDV only),Y,16/05/2012,01/01/1970,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,01/07/2011,30/06/2013,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,27/08/2012,30/12/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,07/02/2013,15/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,21/01/2013,21/08/2013,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,13/09/2012,12/09/2014,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,16/09/2013,11/08/2013,U
007-000004828,1413,7,Department of Defense,Fixed Price Level of Effort,N,24/06/2014,14/05/2015,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,12/08/2013,27/09/2014,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,27/02/2013,03/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,,16/07/2013,30/11/2014,U
007-000004828,1413,7,Department of Defense,,,,01/10/2015,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,30/10/2013,28/03/2015,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,11/06/2013,15/06/2020,U
007-000004828,1413,7,Department of Defense,,,,14/02/2016,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,,29/05/2013,27/10/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,30/12/2013,31/12/2014,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Order Dependent (IDV only),Y,16/05/2012,01/01/1970,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,02/01/2013,17/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,04/02/2013,04/08/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,04/02/2013,04/08/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,31/12/2012,31/07/2013,U
007-000004828,1413,7,Department of Defense,,,,30/11/2015,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,28/03/2013,26/05/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,15/02/2013,15/08/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Firm Fixed Price,N,18/11/2013,24/03/2014,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,01/09/2011,30/08/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,24/09/2012,23/09/2014,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,01/05/2012,31/07/2013,U
007-000004828,1413,7,Department of Defense,Firm Fixed Price,Y,18/02/2013,18/09/2013,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,Order Dependent (IDV only),Y,19/12/2012,01/01/1970,U
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004828,1413,7,Department of Defense,,,,,
007-000004860,1415,7,Department of Defense,Not Reported,,07/02/2013,01/01/1970,U
007-000004873,1417,7,Department of Defense,Order Dependent (IDV only),,11/04/2014,01/01/1970,U
007-000005674,1419,7,Department of Defense,,,,30/06/2016,
007-000006298,1421,7,Department of Defense,,,,,
007-000006298,1421,7,Department of Defense,,,,,
007-000006298,1421,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,30/11/2013,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,31/10/2014,
007-000006596,1423,7,Department of Defense,,,,06/10/2013,
007-000006596,1423,7,Department of Defense,,,,31/10/2014,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,24/10/2013,
007-000006596,1423,7,Department of Defense,,,,27/10/2014,
007-000006596,1423,7,Department of Defense,,,,27/10/2014,
007-000006596,1423,7,Department of Defense,,,,25/09/2013,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,Y,25/09/2013,24/09/2014,U
007-000006596,1423,7,Department of Defense,,,,22/01/2015,
007-000006596,1423,7,Department of Defense,,,,10/09/2013,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,N,28/01/2014,30/09/2014,U
007-000006596,1423,7,Department of Defense,,,,31/03/2014,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,N,17/04/2014,03/02/2015,U
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,29/09/2014,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,Y,10/02/2014,29/09/2015,U
007-000006596,1423,7,Department of Defense,,,,29/09/2014,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,Y,16/01/2014,14/11/2015,U
007-000006596,1423,7,Department of Defense,Firm Fixed Price,Y,10/02/2014,29/09/2015,U
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,N,15/04/2013,09/12/2015,N
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,N,01/08/2015,30/09/2017,N
007-000006596,1423,7,Department of Defense,Firm Fixed Price,N,30/09/2013,31/10/2018,N
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,N,10/11/2015,14/11/2020,N
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,Firm Fixed Price,N,27/09/2012,29/09/2016,N
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,Labor Hours,N,01/09/2012,31/08/2017,N
007-000006596,1423,7,Department of Defense,,,,,
007-000006596,1423,7,Department of Defense,,N,28/01/2015,20/02/2017,N
007-000008641,1431,7,Department of Defense,,,,,
007-000006796,1433,7,Department of Defense,,,,,
007-000006796,1433,7,Department of Defense,,,,,
007-000100114,1445,7,Department of Defense,Cost Plus Award Fee,Y,13/03/2013,20/06/2013,U
007-000100114,1445,7,Department of Defense,Cost Plus Fixed Fee,Y,23/12/2013,03/01/2015,U
007-000100114,1445,7,Department of Defense,,,,,
007-000100114,1445,7,Department of Defense,,,,,
007-000100114,1445,7,Department of Defense,,,,,
007-000100114,1445,7,Department of Defense,Firm Fixed Price,N,01/08/2014,31/03/2015,N
007-000100118,1449,7,Department of Defense,Firm Fixed Price,N,18/10/2011,01/01/1970,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),N,29/05/2013,01/01/1970,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,14/06/2012,30/04/2013,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,12/12/2013,13/07/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,25/06/2012,25/06/2013,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,25/07/2012,30/04/2013,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,21/01/2014,31/01/2014,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),Y,13/01/2014,01/01/1970,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,18/11/2013,14/06/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,N,30/03/2012,01/01/1970,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,21/01/2014,01/01/1970,U
007-000100118,1449,7,Department of Defense,,,,,
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),N,28/09/2012,01/01/1970,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),N,02/10/2013,01/01/1970,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),N,20/05/2013,01/01/1970,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),N,01/06/2013,01/01/1970,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,25/04/2013,30/06/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,N,19/09/2013,14/06/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,27/09/2013,15/08/2014,U
007-000100118,1449,7,Department of Defense,Order Dependent (IDV only),Y,01/09/2013,01/01/1970,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,21/01/2014,31/05/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,04/08/2011,03/09/2011,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,22/08/2011,21/09/2011,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,26/08/2011,23/09/2011,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,Y,21/01/2014,14/12/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,25/10/2013,28/10/2014,U
007-000100118,1449,7,Department of Defense,Firm Fixed Price,,24/04/2012,30/04/2013,U
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,Firm Fixed Price,Y,27/09/2013,14/05/2014,U
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
007-000005061,1451,7,Department of Defense,,,,,
